index,number_of_day,mounth,day_of_week,type_of_car,car_number,mass_of_trash,size_of_trash,density,tmax,tmin
18383,18,Декабрь,суббота,Самосвал,Н849ТТ154,0,0,0,-2°,-4°
18384,18,Декабрь,суббота,Самосвал,Н861ТТ154,3000,22,"136,3636364",-2°,-4°
18385,18,Декабрь,суббота,Грузовая,Н344РТ154,0,0,0,-2°,-4°
18386,18,Декабрь,суббота,Грузовая,Н345РК154,2280,22,"103,6363636",-2°,-4°
18387,18,Декабрь,суббота,Грузовая,Н412РК154,1260,"467,94","2,692652904",-2°,-4°
18388,18,Декабрь,суббота,Грузовая,Н419РК154,1780,11,"161,8181818",-2°,-4°
18389,18,Декабрь,суббота,Грузовая,Н515РТ154,1540,8,"192,5",-2°,-4°
18390,18,Декабрь,суббота,Грузовая,Н583РТ154,1960,16,"122,5",-2°,-4°
18391,18,Декабрь,суббота,Грузовая,Н833ТТ154,2500,16,"156,25",-2°,-4°
18392,18,Декабрь,суббота,Грузовая,Н915РУ154,0,0,0,-2°,-4°
18393,18,Декабрь,суббота,КМУ,Н275ОС154,9040,"298,96","30,23815895",-2°,-4°
18394,18,Декабрь,суббота,Задняя,Н547ТТ154,4900,"107,32","45,6578457",-2°,-4°
18395,18,Декабрь,суббота,Задняя,Н548ТТ154,12660,"165,51","76,49084647",-2°,-4°
18396,18,Декабрь,суббота,Боковая,В036АС147,0,0,0,-2°,-4°
18397,18,Декабрь,суббота,Боковая,В594АУ147,4820,"51,75","93,14009662",-2°,-4°
18398,18,Декабрь,суббота,Боковая,К227УК154,5720,"67,95","84,17954378",-2°,-4°
18399,18,Декабрь,суббота,Боковая,Н403МВ154,4820,"31,58","152,6282457",-2°,-4°
18400,18,Декабрь,суббота,Боковая,Н405МВ154,4640,"49,06","94,57806767",-2°,-4°
18401,18,Декабрь,суббота,Задняя,В222СО178,0,0,0,-2°,-4°
18402,18,Декабрь,суббота,Задняя,К281ВС154,13480,"223,87","60,21351677",-2°,-4°
18403,18,Декабрь,суббота,Задняя,К404СВ154,13200,"212,95","61,98638178",-2°,-4°
18404,18,Декабрь,суббота,Задняя,К910ЕА154,10880,"169,76","64,09048068",-2°,-4°
18405,18,Декабрь,суббота,Задняя,М011ХЕ32,13780,"200,22","68,82429328",-2°,-4°
18406,18,Декабрь,суббота,Задняя,Н561УУ154,11760,"196,04","59,9877576",-2°,-4°
18407,18,Декабрь,суббота,Задняя,Н590УУ154,11780,"192,5","61,19480519",-2°,-4°
18408,18,Декабрь,суббота,Задняя,Н853НР123,8800,"144,94","60,71477853",-2°,-4°
18409,18,Декабрь,суббота,Задняя,Х787КН750,8600,"151,6","56,72823219",-2°,-4°
18410,18,Декабрь,суббота,Задняя,В120ЕН750,6860,"121,9","56,27563577",-2°,-4°
18411,18,Декабрь,суббота,Задняя,В432СХ178,5620,32,"175,625",-2°,-4°
18412,18,Декабрь,суббота,Задняя,К170ВС154,14960,"247,15","60,53004248",-2°,-4°
18413,18,Декабрь,суббота,Задняя,М151ХО32,0,0,0,-2°,-4°
18414,18,Декабрь,суббота,Задняя,Н208УУ154,12200,"209,06","58,35645269",-2°,-4°
18415,18,Декабрь,суббота,Задняя,Н252УУ154,13460,"216,5","62,17090069",-2°,-4°
18416,18,Декабрь,суббота,Задняя,Н260УУ154,0,0,0,-2°,-4°
18417,18,Декабрь,суббота,Задняя,Н263УУ154,10040,"205,53","48,8493164",-2°,-4°
18418,18,Декабрь,суббота,Задняя,Н509ТТ154,18580,"307,83","60,3579898",-2°,-4°
18419,18,Декабрь,суббота,Задняя,Н513ТТ154,16460,"275,61","59,72207104",-2°,-4°
18420,18,Декабрь,суббота,Задняя,Н590ТТ154,20760,"281,02","73,87374564",-2°,-4°
18421,18,Декабрь,суббота,Задняя,Н864ТТ154,12780,"252,74","50,56579884",-2°,-4°
18422,18,Декабрь,суббота,Задняя,О369АР750,12240,"234,63","52,16724204",-2°,-4°
18423,18,Декабрь,суббота,Задняя,Т237ВВ750,8920,"173,38","51,44768716",-2°,-4°
18424,18,Декабрь,суббота,Задняя,Т551РС69,20860,"309,1","67,4862504",-2°,-4°
18425,18,Декабрь,суббота,Задняя,Т799РС69,0,0,0,-2°,-4°
18426,19,Декабрь,воскресенье,Бункеровоз,В297КЕ147,5620,40,"140,5",-8°,-20°
18427,19,Декабрь,воскресенье,Бункеровоз,К721ВС154,6860,48,"142,9166667",-8°,-20°
18428,19,Декабрь,воскресенье,Бункеровоз,Н726РУ154,6820,48,"142,0833333",-8°,-20°
18429,19,Декабрь,воскресенье,Бункеровоз,Н991НУ154,3560,32,"111,25",-8°,-20°
18430,19,Декабрь,воскресенье,Мультилифт,К801ВА154,4200,24,175,-8°,-20°
18431,19,Декабрь,воскресенье,Мультилифт,Н416НС154,0,0,0,-8°,-20°
18432,19,Декабрь,воскресенье,Мультилифт,Н869МК154,4780,36,"132,7777778",-8°,-20°
18433,19,Декабрь,воскресенье,Самосвал,К057СC154,3420,17,"201,1764706",-8°,-20°
18434,19,Декабрь,воскресенье,Самосвал,К693СА154,2300,34,"67,64705882",-8°,-20°
18435,19,Декабрь,воскресенье,Самосвал,К722ВС154,3580,33,"108,4848485",-8°,-20°
18436,19,Декабрь,воскресенье,Самосвал,К836ВС154,2280,22,"103,6363636",-8°,-20°
18437,19,Декабрь,воскресенье,Самосвал,Н200НХ154,0,0,0,-8°,-20°
18438,19,Декабрь,воскресенье,Самосвал,Н283УУ154,1500,22,"68,18181818",-8°,-20°
18439,19,Декабрь,воскресенье,Самосвал,Н300УУ154,9140,33,"276,969697",-8°,-20°
18440,19,Декабрь,воскресенье,Самосвал,Н534ТТ154,1200,11,"109,0909091",-8°,-20°
18441,19,Декабрь,воскресенье,Самосвал,Н576ТТ154,3540,22,"160,9090909",-8°,-20°
18442,19,Декабрь,воскресенье,Самосвал,Н585ТТ154,1640,22,"74,54545455",-8°,-20°
18443,19,Декабрь,воскресенье,Самосвал,Н587ТТ154,2720,22,"123,6363636",-8°,-20°
18444,19,Декабрь,воскресенье,Самосвал,Н589ТТ154,4100,22,"186,3636364",-8°,-20°
18445,19,Декабрь,воскресенье,Самосвал,Н849ТТ154,0,0,0,-8°,-20°
18446,19,Декабрь,воскресенье,Самосвал,Н861ТТ154,2420,22,110,-8°,-20°
18447,19,Декабрь,воскресенье,Грузовая,Н344РТ154,2160,16,135,-8°,-20°
18448,19,Декабрь,воскресенье,Грузовая,Н345РК154,2400,22,"109,0909091",-8°,-20°
18449,19,Декабрь,воскресенье,Грузовая,Н412РК154,7380,55,"134,1818182",-8°,-20°
18450,19,Декабрь,воскресенье,Грузовая,Н419РК154,2340,22,"106,3636364",-8°,-20°
18451,19,Декабрь,воскресенье,Грузовая,Н515РТ154,1020,8,"127,5",-8°,-20°
18452,19,Декабрь,воскресенье,Грузовая,Н583РТ154,1940,16,"121,25",-8°,-20°
18453,19,Декабрь,воскресенье,Грузовая,Н833ТТ154,1780,16,"111,25",-8°,-20°
18454,19,Декабрь,воскресенье,Грузовая,Н915РУ154,4500,16,"281,25",-8°,-20°
18455,19,Декабрь,воскресенье,КМУ,Н275ОС154,13200,"263,76","50,04549591",-8°,-20°
18456,19,Декабрь,воскресенье,Задняя,Н547ТТ154,5640,"95,1","59,30599369",-8°,-20°
18457,19,Декабрь,воскресенье,Задняя,Н548ТТ154,13420,"170,81","78,56682864",-8°,-20°
18458,19,Декабрь,воскресенье,Боковая,В036АС147,0,0,0,-8°,-20°
18459,19,Декабрь,воскресенье,Боковая,В594АУ147,6000,"43,48","137,9944802",-8°,-20°
18460,19,Декабрь,воскресенье,Боковая,К227УК154,1920,"24,27","79,11001236",-8°,-20°
18461,19,Декабрь,воскресенье,Боковая,Н403МВ154,2440,"16,31","149,6014715",-8°,-20°
18462,19,Декабрь,воскресенье,Боковая,Н405МВ154,1300,"19,89","65,35947712",-8°,-20°
18463,19,Декабрь,воскресенье,Задняя,В222СО178,0,0,0,-8°,-20°
18464,19,Декабрь,воскресенье,Задняя,К281ВС154,21400,"273,58","78,22209226",-8°,-20°
18465,19,Декабрь,воскресенье,Задняя,К404СВ154,11700,"189,96","61,59191409",-8°,-20°
18466,19,Декабрь,воскресенье,Задняя,К910ЕА154,13460,"196,34","68,55454823",-8°,-20°
18467,19,Декабрь,воскресенье,Задняя,М011ХЕ32,12940,"188,98","68,47285427",-8°,-20°
18468,19,Декабрь,воскресенье,Задняя,Н561УУ154,13420,"195,8","68,53932584",-8°,-20°
18469,19,Декабрь,воскресенье,Задняя,Н590УУ154,10080,"173,69","58,03442916",-8°,-20°
18470,19,Декабрь,воскресенье,Задняя,Н853НР123,9400,"157,06","59,84973895",-8°,-20°
18471,19,Декабрь,воскресенье,Задняя,Х787КН750,8360,"105,6","79,16666667",-8°,-20°
18472,19,Декабрь,воскресенье,Задняя,В120ЕН750,9300,"166,87","55,73200695",-8°,-20°
18473,19,Декабрь,воскресенье,Задняя,В432СХ178,0,0,0,-8°,-20°
18474,19,Декабрь,воскресенье,Задняя,К170ВС154,16120,"233,29","69,09854687",-8°,-20°
18475,19,Декабрь,воскресенье,Задняя,М151ХО32,0,0,0,-8°,-20°
18476,19,Декабрь,воскресенье,Задняя,Н208УУ154,13680,"197,62","69,22376278",-8°,-20°
18477,19,Декабрь,воскресенье,Задняя,Н252УУ154,14840,"224,64","66,06125356",-8°,-20°
18478,19,Декабрь,воскресенье,Задняя,Н260УУ154,0,0,0,-8°,-20°
18479,19,Декабрь,воскресенье,Задняя,Н263УУ154,13360,"216,53","61,70045721",-8°,-20°
18480,19,Декабрь,воскресенье,Задняя,Н509ТТ154,19860,"320,31","62,00243514",-8°,-20°
18481,19,Декабрь,воскресенье,Задняя,Н513ТТ154,15040,"237,11","63,43047531",-8°,-20°
18482,19,Декабрь,воскресенье,Задняя,Н590ТТ154,19000,"286,66","66,28061118",-8°,-20°
18483,19,Декабрь,воскресенье,Задняя,Н864ТТ154,15040,"290,8","51,71939477",-8°,-20°
18484,19,Декабрь,воскресенье,Задняя,О369АР750,12800,"205,7","62,22654351",-8°,-20°
18485,19,Декабрь,воскресенье,Задняя,Т237ВВ750,9440,"162,8","57,98525799",-8°,-20°
18486,19,Декабрь,воскресенье,Задняя,Т551РС69,23560,"310,64","75,84342004",-8°,-20°
18487,19,Декабрь,воскресенье,Задняя,Т799РС69,0,0,0,-8°,-20°
18488,20,Декабрь,понедельник,Бункеровоз,В297КЕ147,4140,32,"129,375",-4°,-11°
18489,20,Декабрь,понедельник,Бункеровоз,К721ВС154,5040,40,126,-4°,-11°
18490,20,Декабрь,понедельник,Бункеровоз,Н726РУ154,4320,32,135,-4°,-11°
18491,20,Декабрь,понедельник,Бункеровоз,Н991НУ154,0,0,0,-4°,-11°
18492,20,Декабрь,понедельник,Мультилифт,К801ВА154,2640,24,110,-4°,-11°
18493,20,Декабрь,понедельник,Мультилифт,Н416НС154,0,0,0,-4°,-11°
18494,20,Декабрь,понедельник,Мультилифт,Н869МК154,1940,12,"161,6666667",-4°,-11°
18495,20,Декабрь,понедельник,Самосвал,К057СC154,2460,17,"144,7058824",-4°,-11°
18496,20,Декабрь,понедельник,Самосвал,К693СА154,1820,17,"107,0588235",-4°,-11°
18497,20,Декабрь,понедельник,Самосвал,К722ВС154,1880,11,"170,9090909",-4°,-11°
18498,20,Декабрь,понедельник,Самосвал,К836ВС154,720,11,"65,45454545",-4°,-11°
18499,20,Декабрь,понедельник,Самосвал,Н200НХ154,5200,24,"216,6666667",-4°,-11°
18500,20,Декабрь,понедельник,Самосвал,Н283УУ154,2500,22,"113,6363636",-4°,-11°
18501,20,Декабрь,понедельник,Самосвал,Н300УУ154,9200,33,"278,7878788",-4°,-11°
18502,20,Декабрь,понедельник,Самосвал,Н534ТТ154,2520,22,"114,5454545",-4°,-11°
18503,20,Декабрь,понедельник,Самосвал,Н576ТТ154,5020,33,"152,1212121",-4°,-11°
18504,20,Декабрь,понедельник,Самосвал,Н585ТТ154,2920,22,"132,7272727",-4°,-11°
18505,20,Декабрь,понедельник,Самосвал,Н587ТТ154,3260,22,"148,1818182",-4°,-11°
18506,20,Декабрь,понедельник,Самосвал,Н589ТТ154,5040,33,"152,7272727",-4°,-11°
18507,20,Декабрь,понедельник,Самосвал,Н849ТТ154,2360,22,"107,2727273",-4°,-11°
18508,20,Декабрь,понедельник,Самосвал,Н861ТТ154,6660,22,"302,7272727",-4°,-11°
18509,20,Декабрь,понедельник,Грузовая,Н344РТ154,1660,8,"207,5",-4°,-11°
18510,20,Декабрь,понедельник,Грузовая,Н345РК154,2740,11,"249,0909091",-4°,-11°
18511,20,Декабрь,понедельник,Грузовая,Н412РК154,10900,66,"165,1515152",-4°,-11°
18512,20,Декабрь,понедельник,Грузовая,Н419РК154,2400,11,"218,1818182",-4°,-11°
18513,20,Декабрь,понедельник,Грузовая,Н515РТ154,1540,8,"192,5",-4°,-11°
18514,20,Декабрь,понедельник,Грузовая,Н583РТ154,4560,24,190,-4°,-11°
18515,20,Декабрь,понедельник,Грузовая,Н833ТТ154,4880,24,"203,3333333",-4°,-11°
18516,20,Декабрь,понедельник,Грузовая,Н915РУ154,0,0,0,-4°,-11°
18517,20,Декабрь,понедельник,КМУ,Н275ОС154,14860,"307,7","48,29379266",-4°,-11°
18518,20,Декабрь,понедельник,Задняя,Н547ТТ154,5220,"49,86","104,6931408",-4°,-11°
18519,20,Декабрь,понедельник,Задняя,Н548ТТ154,18220,"209,61","86,92333381",-4°,-11°
18520,20,Декабрь,понедельник,Боковая,В036АС147,0,0,0,-4°,-11°
18521,20,Декабрь,понедельник,Боковая,В594АУ147,4680,"48,25","96,99481865",-4°,-11°
18522,20,Декабрь,понедельник,Боковая,К227УК154,3820,"49,92","76,5224359",-4°,-11°
18523,20,Декабрь,понедельник,Боковая,Н403МВ154,6500,"60,86","106,8024975",-4°,-11°
18524,20,Декабрь,понедельник,Боковая,Н405МВ154,980,"64,83","15,11645843",-4°,-11°
18525,20,Декабрь,понедельник,Задняя,В222СО178,0,0,0,-4°,-11°
18526,20,Декабрь,понедельник,Задняя,К281ВС154,20360,"244,55","83,25495809",-4°,-11°
18527,20,Декабрь,понедельник,Задняя,К404СВ154,14720,"227,58","64,68055189",-4°,-11°
18528,20,Декабрь,понедельник,Задняя,К910ЕА154,17040,"232,44","73,30924109",-4°,-11°
18529,20,Декабрь,понедельник,Задняя,М011ХЕ32,16640,"189,77","87,68509248",-4°,-11°
18530,20,Декабрь,понедельник,Задняя,Н561УУ154,19700,"228,79","86,10516194",-4°,-11°
18531,20,Декабрь,понедельник,Задняя,Н590УУ154,14320,215,"66,60465116",-4°,-11°
18532,20,Декабрь,понедельник,Задняя,Н853НР123,10560,"165,68","63,73732496",-4°,-11°
18533,20,Декабрь,понедельник,Задняя,Х787КН750,16880,"190,21","88,74401977",-4°,-11°
18534,20,Декабрь,понедельник,Задняя,В120ЕН750,13760,"213,04","64,58880961",-4°,-11°
18535,20,Декабрь,понедельник,Задняя,В432СХ178,7060,48,"147,0833333",-4°,-11°
18536,20,Декабрь,понедельник,Задняя,К170ВС154,20800,"262,89","79,12054471",-4°,-11°
18537,20,Декабрь,понедельник,Задняя,М151ХО32,0,0,0,-4°,-11°
18538,20,Декабрь,понедельник,Задняя,Н208УУ154,18460,"242,06","76,26208378",-4°,-11°
18539,20,Декабрь,понедельник,Задняя,Н252УУ154,22120,"258,6","85,53750967",-4°,-11°
18540,20,Декабрь,понедельник,Задняя,Н260УУ154,0,0,0,-4°,-11°
18541,20,Декабрь,понедельник,Задняя,Н263УУ154,21180,"264,16","80,17867959",-4°,-11°
18542,20,Декабрь,понедельник,Задняя,Н509ТТ154,22060,"299,61","73,6290511",-4°,-11°
18543,20,Декабрь,понедельник,Задняя,Н513ТТ154,22340,"286,93","77,85871118",-4°,-11°
18544,20,Декабрь,понедельник,Задняя,Н590ТТ154,27960,"307,91","90,80575493",-4°,-11°
18545,20,Декабрь,понедельник,Задняя,Н864ТТ154,10020,"144,23","69,47237052",-4°,-11°
18546,20,Декабрь,понедельник,Задняя,О369АР750,20600,"262,39","78,50908952",-4°,-11°
18547,20,Декабрь,понедельник,Задняя,Т237ВВ750,19940,"253,51","78,65567433",-4°,-11°
18548,20,Декабрь,понедельник,Задняя,Т551РС69,30100,"315,7","95,34368071",-4°,-11°
18549,20,Декабрь,понедельник,Задняя,Т799РС69,0,0,0,-4°,-11°
18550,21,Декабрь,вторник,Бункеровоз,В297КЕ147,6360,40,159,-13°,-19°
18551,21,Декабрь,вторник,Бункеровоз,К721ВС154,5080,40,127,-13°,-19°
18552,21,Декабрь,вторник,Бункеровоз,Н726РУ154,6320,40,158,-13°,-19°
18553,21,Декабрь,вторник,Бункеровоз,Н991НУ154,4980,32,"155,625",-13°,-19°
18554,21,Декабрь,вторник,Мультилифт,К801ВА154,1380,12,115,-13°,-19°
18555,21,Декабрь,вторник,Мультилифт,Н416НС154,0,0,0,-13°,-19°
18556,21,Декабрь,вторник,Мультилифт,Н869МК154,3920,24,"163,3333333",-13°,-19°
18557,21,Декабрь,вторник,Самосвал,К057СC154,2840,17,"167,0588235",-13°,-19°
18558,21,Декабрь,вторник,Самосвал,К693СА154,3080,34,"90,58823529",-13°,-19°
18559,21,Декабрь,вторник,Самосвал,К722ВС154,540,11,"49,09090909",-13°,-19°
18560,21,Декабрь,вторник,Самосвал,К836ВС154,3140,22,"142,7272727",-13°,-19°
18561,21,Декабрь,вторник,Самосвал,Н200НХ154,3780,16,"236,25",-13°,-19°
18562,21,Декабрь,вторник,Самосвал,Н283УУ154,1240,22,"56,36363636",-13°,-19°
18563,21,Декабрь,вторник,Самосвал,Н300УУ154,5600,22,"254,5454545",-13°,-19°
18564,21,Декабрь,вторник,Самосвал,Н534ТТ154,4500,33,"136,3636364",-13°,-19°
18565,21,Декабрь,вторник,Самосвал,Н576ТТ154,3200,22,"145,4545455",-13°,-19°
18566,21,Декабрь,вторник,Самосвал,Н585ТТ154,2500,22,"113,6363636",-13°,-19°
18567,21,Декабрь,вторник,Самосвал,Н587ТТ154,5680,55,"103,2727273",-13°,-19°
18568,21,Декабрь,вторник,Самосвал,Н589ТТ154,2560,22,"116,3636364",-13°,-19°
18569,21,Декабрь,вторник,Самосвал,Н849ТТ154,3180,22,"144,5454545",-13°,-19°
18570,21,Декабрь,вторник,Самосвал,Н861ТТ154,3740,22,170,-13°,-19°
18571,21,Декабрь,вторник,Грузовая,Н344РТ154,0,0,0,-13°,-19°
18572,21,Декабрь,вторник,Грузовая,Н345РК154,2380,22,"108,1818182",-13°,-19°
18573,21,Декабрь,вторник,Грузовая,Н412РК154,5140,55,"93,45454545",-13°,-19°
18574,21,Декабрь,вторник,Грузовая,Н419РК154,2600,22,"118,1818182",-13°,-19°
18575,21,Декабрь,вторник,Грузовая,Н515РТ154,3040,16,190,-13°,-19°
18576,21,Декабрь,вторник,Грузовая,Н583РТ154,3740,24,"155,8333333",-13°,-19°
18577,21,Декабрь,вторник,Грузовая,Н833ТТ154,3200,16,200,-13°,-19°
18578,21,Декабрь,вторник,Грузовая,Н915РУ154,0,0,0,-13°,-19°
18579,21,Декабрь,вторник,КМУ,Н275ОС154,8360,"274,86","30,41548425",-13°,-19°
18580,21,Декабрь,вторник,Задняя,Н547ТТ154,3880,"71,2","54,49438202",-13°,-19°
18581,21,Декабрь,вторник,Задняя,Н548ТТ154,13360,"178,41","74,88369486",-13°,-19°
18582,21,Декабрь,вторник,Боковая,В036АС147,0,0,0,-13°,-19°
18583,21,Декабрь,вторник,Боковая,В594АУ147,4620,"60,05","76,93588676",-13°,-19°
18584,21,Декабрь,вторник,Боковая,К227УК154,6260,"76,3","82,04456094",-13°,-19°
18585,21,Декабрь,вторник,Боковая,Н403МВ154,5260,"28,8","182,6388889",-13°,-19°
18586,21,Декабрь,вторник,Боковая,Н405МВ154,4580,"60,83","75,29179681",-13°,-19°
18587,21,Декабрь,вторник,Задняя,В222СО178,0,0,0,-13°,-19°
18588,21,Декабрь,вторник,Задняя,К281ВС154,15140,"233,96","64,71191657",-13°,-19°
18589,21,Декабрь,вторник,Задняя,К404СВ154,14820,"220,76","67,13172676",-13°,-19°
18590,21,Декабрь,вторник,Задняя,К910ЕА154,12660,"192,53","65,75598608",-13°,-19°
18591,21,Декабрь,вторник,Задняя,М011ХЕ32,13840,"186,78","74,09786915",-13°,-19°
18592,21,Декабрь,вторник,Задняя,Н561УУ154,14360,"203,41","70,59633253",-13°,-19°
18593,21,Декабрь,вторник,Задняя,Н590УУ154,13480,"219,81","61,32569037",-13°,-19°
18594,21,Декабрь,вторник,Задняя,Н853НР123,11380,"176,24","64,57103949",-13°,-19°
18595,21,Декабрь,вторник,Задняя,Х787КН750,7660,"187,12","40,93629756",-13°,-19°
18596,21,Декабрь,вторник,Задняя,В120ЕН750,9480,"150,97","62,79393257",-13°,-19°
18597,21,Декабрь,вторник,Задняя,В432СХ178,7520,56,"134,2857143",-13°,-19°
18598,21,Декабрь,вторник,Задняя,К170ВС154,15520,"256,16","60,58713304",-13°,-19°
18599,21,Декабрь,вторник,Задняя,М151ХО32,0,0,0,-13°,-19°
18600,21,Декабрь,вторник,Задняя,Н208УУ154,16420,"253,03","64,89349089",-13°,-19°
18601,21,Декабрь,вторник,Задняя,Н252УУ154,15560,"252,69","61,57742689",-13°,-19°
18602,21,Декабрь,вторник,Задняя,Н260УУ154,0,0,0,-13°,-19°
18603,21,Декабрь,вторник,Задняя,Н263УУ154,12160,"243,59","49,91994745",-13°,-19°
18604,21,Декабрь,вторник,Задняя,Н509ТТ154,20660,"307,07","67,28107598",-13°,-19°
18605,21,Декабрь,вторник,Задняя,Н513ТТ154,15900,"269,81","58,9303584",-13°,-19°
18606,21,Декабрь,вторник,Задняя,Н590ТТ154,16540,"285,23","57,98829015",-13°,-19°
18607,21,Декабрь,вторник,Задняя,Н864ТТ154,7560,"169,4","44,62809917",-13°,-19°
18608,21,Декабрь,вторник,Задняя,О369АР750,12600,"227,59","55,36271365",-13°,-19°
18609,21,Декабрь,вторник,Задняя,Т237ВВ750,7660,"173,14","44,24165415",-13°,-19°
18610,21,Декабрь,вторник,Задняя,Т551РС69,20440,"325,6","62,77641278",-13°,-19°
18611,21,Декабрь,вторник,Задняя,Т799РС69,0,0,0,-13°,-19°
18612,22,Декабрь,среда,Бункеровоз,В297КЕ147,4260,40,"106,5",-4°,-17°
18613,22,Декабрь,среда,Бункеровоз,К721ВС154,5580,48,"116,25",-4°,-17°
18614,22,Декабрь,среда,Бункеровоз,Н726РУ154,6300,40,"157,5",-4°,-17°
18615,22,Декабрь,среда,Бункеровоз,Н991НУ154,5060,40,"126,5",-4°,-17°
18616,22,Декабрь,среда,Мультилифт,К801ВА154,0,24,0,-4°,-17°
18617,22,Декабрь,среда,Мультилифт,Н416НС154,14880,48,310,-4°,-17°
18618,22,Декабрь,среда,Мультилифт,Н869МК154,3200,12,"266,6666667",-4°,-17°
18619,22,Декабрь,среда,Самосвал,К057СC154,3460,17,"203,5294118",-4°,-17°
18620,22,Декабрь,среда,Самосвал,К693СА154,2940,17,"172,9411765",-4°,-17°
18621,22,Декабрь,среда,Самосвал,К722ВС154,2640,22,120,-4°,-17°
18622,22,Декабрь,среда,Самосвал,К836ВС154,2060,22,"93,63636364",-4°,-17°
18623,22,Декабрь,среда,Самосвал,Н200НХ154,5320,24,"221,6666667",-4°,-17°
18624,22,Декабрь,среда,Самосвал,Н283УУ154,2960,22,"134,5454545",-4°,-17°
18625,22,Декабрь,среда,Самосвал,Н300УУ154,5780,22,"262,7272727",-4°,-17°
18626,22,Декабрь,среда,Самосвал,Н534ТТ154,6340,33,"192,1212121",-4°,-17°
18627,22,Декабрь,среда,Самосвал,Н576ТТ154,2800,22,"127,2727273",-4°,-17°
18628,22,Декабрь,среда,Самосвал,Н585ТТ154,3020,22,"137,2727273",-4°,-17°
18629,22,Декабрь,среда,Самосвал,Н587ТТ154,6000,55,"109,0909091",-4°,-17°
18630,22,Декабрь,среда,Самосвал,Н589ТТ154,5400,33,"163,6363636",-4°,-17°
18631,22,Декабрь,среда,Самосвал,Н849ТТ154,1380,11,"125,4545455",-4°,-17°
18632,22,Декабрь,среда,Самосвал,Н861ТТ154,1620,22,"73,63636364",-4°,-17°
18633,22,Декабрь,среда,Грузовая,Н344РТ154,0,0,0,-4°,-17°
18634,22,Декабрь,среда,Грузовая,Н345РК154,3540,22,"160,9090909",-4°,-17°
18635,22,Декабрь,среда,Грузовая,Н412РК154,4880,44,"110,9090909",-4°,-17°
18636,22,Декабрь,среда,Грузовая,Н419РК154,3840,22,"174,5454545",-4°,-17°
18637,22,Декабрь,среда,Грузовая,Н515РТ154,3740,16,"233,75",-4°,-17°
18638,22,Декабрь,среда,Грузовая,Н583РТ154,3160,24,"131,6666667",-4°,-17°
18639,22,Декабрь,среда,Грузовая,Н833ТТ154,3460,16,"216,25",-4°,-17°
18640,22,Декабрь,среда,Грузовая,Н915РУ154,0,0,0,-4°,-17°
18641,22,Декабрь,среда,КМУ,Н275ОС154,14500,"288,86","50,19732743",-4°,-17°
18642,22,Декабрь,среда,Задняя,Н547ТТ154,4860,"75,9","64,03162055",-4°,-17°
18643,22,Декабрь,среда,Задняя,Н548ТТ154,16320,"245,5","66,47657841",-4°,-17°
18644,22,Декабрь,среда,Боковая,В036АС147,0,0,0,-4°,-17°
18645,22,Декабрь,среда,Боковая,В594АУ147,3480,"52,4","66,41221374",-4°,-17°
18646,22,Декабрь,среда,Боковая,К227УК154,7740,"68,14","113,5896683",-4°,-17°
18647,22,Декабрь,среда,Боковая,Н403МВ154,7100,"62,15","114,2397426",-4°,-17°
18648,22,Декабрь,среда,Боковая,Н405МВ154,5180,"71,44","72,50839866",-4°,-17°
18649,22,Декабрь,среда,Задняя,В222СО178,12820,"221,76","57,81024531",-4°,-17°
18650,22,Декабрь,среда,Задняя,К281ВС154,19180,"246,55","77,793551",-4°,-17°
18651,22,Декабрь,среда,Задняя,К404СВ154,13380,"217,46","61,52855698",-4°,-17°
18652,22,Декабрь,среда,Задняя,К910ЕА154,14140,"211,64","66,81156681",-4°,-17°
18653,22,Декабрь,среда,Задняя,М011ХЕ32,17060,"205,15","83,15866439",-4°,-17°
18654,22,Декабрь,среда,Задняя,Н561УУ154,14220,"207,43","68,55324688",-4°,-17°
18655,22,Декабрь,среда,Задняя,Н590УУ154,0,0,0,-4°,-17°
18656,22,Декабрь,среда,Задняя,Н853НР123,8700,"146,9","59,22396188",-4°,-17°
18657,22,Декабрь,среда,Задняя,Х787КН750,14080,"197,35","71,34532556",-4°,-17°
18658,22,Декабрь,среда,Задняя,В120ЕН750,0,0,0,-4°,-17°
18659,22,Декабрь,среда,Задняя,В432СХ178,8140,48,"169,5833333",-4°,-17°
18660,22,Декабрь,среда,Задняя,К170ВС154,16220,"264,09","61,41845583",-4°,-17°
18661,22,Декабрь,среда,Задняя,М151ХО32,0,0,0,-4°,-17°
18662,22,Декабрь,среда,Задняя,Н208УУ154,14720,"241,61","60,9246306",-4°,-17°
18663,22,Декабрь,среда,Задняя,Н252УУ154,14340,"243,59","58,86941172",-4°,-17°
18664,22,Декабрь,среда,Задняя,Н260УУ154,0,0,0,-4°,-17°
18665,22,Декабрь,среда,Задняя,Н263УУ154,15700,"277,03","56,67256254",-4°,-17°
18666,22,Декабрь,среда,Задняя,Н509ТТ154,17720,"303,57","58,3720394",-4°,-17°
18667,22,Декабрь,среда,Задняя,Н513ТТ154,18480,"286,24","64,56120738",-4°,-17°
18668,22,Декабрь,среда,Задняя,Н590ТТ154,18320,"266,2","68,82043576",-4°,-17°
18669,22,Декабрь,среда,Задняя,Н864ТТ154,10880,"194,98","55,80059493",-4°,-17°
18670,22,Декабрь,среда,Задняя,О369АР750,12900,"219,6","58,7431694",-4°,-17°
